Track,Album Name,Artist,Release Date,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts
vampire,vampire,Olivia Rodrigo,6/30/2023,138,128.9,998964097,90793,87801398,18,113450524,2108657,394640,152624014,1448207880,1111017294,173,161513,128,28318435,67590,4296515,4872257
Casca de Bala,A Cara das Vaquejadas 3.0,Thullio Milionï¿½ï¿,3/1/2024,139,128.5,37157630,2052,30387641,74,63418833,427441,1600000,853176,8850449,149589609,11,190,11,,,,42895
Back,Back,LOLA,8/3/2022,140,128,48428,92,15747,3,2123978358,5670850,111,102828,735317,,,46,,,,,
People,People - Single,Libianca,12/5/2022,141,127.8,631955547,121823,45030006,74,305998382,2647341,3168854,243797561,3233505931,704906130,145,122781,54,9017480,11289,8026553,6121126
Jedag Jedug Capcut 2024,Jedag Jedug Capcut 2024,Afrian Af,1/5/2024,142,127.4,,1,47,,,,3528100,37591836,688302023,,,,,,,,
Lady Killers II (Christoph Andersson Remix),Lady Killers II (Christoph Andersson Remix),G-Eazy,3/17/2024,143,127.3,94635338,10537,11716074,,944314,17943,1300000,182937084,1542242100,,13,,8,684557,1079,,1597467
I Don't Wanna Wait,I Don't Wanna Wait,David Guetta,4/5/2024,144,126.9,114574238,10564,180987712,84,9134225,124326,299000,4419373,79796400,3117914,87,86814,133,4503872,442,422718,
Abc,Abc,J Ross,2/14/2023,145,126.6,31867,5,5100,1,1538564650,2066653,,,,,,174,,,,,1178
La Bachata,La Bachata,Manuel Turizo,5/26/2022,146,126.2,1721045197,156941,97122096,81,798827877,3379928,1614275,209367923,2596777974,420585933,142,152522,133,47203290,19769,,4817885
ııııııııııııııııııııı,ııııııııııııııııııııı,FLI:P,4/7/2023,147,125.4,8028757,1972,488653,44,48533758,399664,8800000,256186613,3985974550,6879573,1,373,,,,,220198
Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,3/19/2021,148,125.2,1612286123,282719,97390961,74,1019256266,10280320,1404274,502778982,4702037810,2889452237,348,569287,90,92111798,90598,,7848760
Don't Start Now,Don't Start Now,Dua Lipa,10/31/2019,149,124.6,2607121959,270230,143953432,78,1201600884,10239198,4725570,414013363,3535661993,2374637534,581,999941,118,313923242,99949,,13421701
Lucid Dreams,Lucid Dreams,Juice WRLD,5/4/2018,150,123.9,2548389305,339306,75858140,78,987143411,9384427,1900813,44442433,338071383,274498079,153,69562,36,259400789,552552,257459352,9308937
PROVENZA,PROVENZA,KAROL G,4/22/2022,151,123.8,1185929926,103026,64847502,76,1229843060,5870729,1300337,251445963,2829294043,763687717,115,130158,90,92136339,29371,,3397861
WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,8/7/2020,152,123.4,1325725696,171255,53040559,72,1329826741,15965491,8470921,1183499351,9539547626,181452145,222,91249,50,184950173,397731,,4618794
SPOT!,SPOT!,ZICO,4/26/2024,153,122.8,77757035,3407,35428519,81,100148771,2531168,99900,46645177,366905484,24981456,27,1861,20,63300,98,,173263
Family Matters,Family Matters,Drake,5/3/2024,154,122.7,72335127,8696,36774031,86,41492122,1034563,,,,166330702,38,1488,60,3065493,2302,2401049,283217
Again,Missing,Kurochuu,6/9/2024,155,122.5,136237285,2,2190,2,,,,,,,,,,,,,
Seven (feat. Latto) (Explicit Ver.),Seven (feat. Latto),Jung Kook,7/14/2023,156,122.4,1673557134,54950,91343768,80,397523735,10125293,341522,114990786,761760624,1800517153,86,23714,56,6442882,4352,,2310409
Last Night,3 Songs At A Time Sampler,Morgan Wallen,1/31/2023,157,121.9,922010059,107189,61174155,79,141852059,567295,285414,61112010,811685466,182412108,106,18364,38,307115852,200650,13022144,2665347
Too Sweet,Unreal Unearth: Unheard,Hozier,3/22/2024,158,121.2,532012790,22396,130752527,85,13119247,218957,,,,,235,6952,108,,,119813,2580089
Bad Habits,#NAME?,Ed Sheeran,1/1/2020,159,120.8,1754311538,271758,62218811,74,958790883,7686994,1036355,225139300,2658904267,3526952174,454,1347725,136,269834154,88143,17144484,15886717
QLONA,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,8/10/2023,160,120.7,850810162,56104,79334561,82,258553384,1174349,1167300,58820722,717259721,590681204,72,39951,83,32210732,12492,,1537093
Leave The Door Open,Leave The Door Open,Bruno Mars,3/5/2021,161,120.1,1312168384,248793,50068571,75,993324548,9537455,1503567,369280607,3350704343,2421128623,308,557867,103,149304590,91366,,10288388
ıııııııııııııııııı,ııııııııııııııı 3ıııııı ııııııııııııııı,ııııııııııııııı(ııııııııııııııı),1/5/2022,162,119.5,548408,130,20518,24,1356336,17701,18000000,334009036,7041708832,,1,,,,,,69763
good 4 u,good 4 u,Olivia Rodrigo,5/14/2021,163,117.8,2167768056,309421,72787213,79,773591065,11098007,1893481,1080682523,8186754429,2285796743,355,4835,102,119030447,170032,19263268,
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,3/29/2019,164,117.7,2516804300,296739,113315017,76,1779243626,26239833,3774645,177247662,1409756969,2066888119,432,353076,174,229833113,534958,,18994040
Seï¿½ï¿½o,Shawn Mendes (Deluxe),Shawn Mendes,5/25/2018,165,117.6,2738293818,251033,108433327,74,2372399124,26919886,5815851,140938643,1859977153,2305437038,380,531893,89,337815285,426555,,15254141
DESPECHï¿,DESPECHï¿,ROSALï¿½,7/28/2022,166,116.9,1003487432,126402,88024543,73,621874255,2859234,2409247,476447290,6208638113,672233681,152,175614,97,40988020,6129,,3205234
ROCKSTAR (feat. Roddy Ricch),BLAME IT ON BABY,DaBaby,4/17/2020,167,116.7,1638836101,272933,50425049,70,1170441361,13667470,5241838,364560431,3869815694,201859518,216,298661,47,245618280,272002,,7646337
Eyes Closed,Eyes Closed (Piano Version),Ed Sheeran,3/23/2023,168,116.6,372423476,44730,21933393,71,131308671,1074684,1102985,38959591,830123390,961201576,132,644972,68,40613139,6969,,2886987
I Remember Everything (feat. Kacey Musgraves),I Remember Everything (feat. Kacey Musgraves),Zach Bryan,8/24/2023,169,116.5,630373315,70400,105320547,84,50938569,246731,215433,70110809,586454750,207483261,95,83414,112,147144967,33058,5597165,1673932
Circles,Circles,Post Malone,8/30/2019,170,116,2481391466,332437,124491320,80,1116323669,8490012,83111,26892604,273522601,841624305,355,1015731,69,448494186,212174,,13634519
EL AMOR DE SU VIDA,EL AMOR DE SU VIDA,Grupo Frontera,8/3/2023,171,115.9,474590289,24891,25915889,78,577930708,1569516,136500,32754141,509287649,1484713132,27,15783,27,44676754,9094,774895,1173817
About Damn Time,About Damn Time,Lizzo,4/14/2022,172,115.6,847025688,104052,47808065,66,106024874,1080393,3030761,1522267606,15665483220,22274346,215,1024138,4,,,,5445721
Closer,Closer,The Chainsmokers,7/29/2016,173,114.6,2880536961,285381,129399627,80,4086121880,22091228,1103074,100536756,514053404,467800052,385,316965,78,819509308,739296,,16185008
FLOWER,ME,JISOO,3/31/2023,174,114.3,440364356,26107,15314737,70,525156884,10820829,3411209,550993898,6724997940,68869541,33,11830,35,1335366,3263,,1058579
PERRO NEGRO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,175,114.2,689181455,61138,90492257,83,183381482,738123,213300,49332435,487440417,546833520,67,32507,44,14039085,3684,2473108,930098
Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,Drake,10/6/2023,176,113.2,372248119,68037,44498005,,86580734,1106306,77600,20713030,128182068,384403788,53,44112,39,19029194,36347,9898507,2131059
Havana (feat. Young Thug),Havana,Camila Cabello,8/3/2017,177,112.8,2072182782,194332,86159672,75,3952909529,32333846,1314091,53911465,546650805,2137655536,342,175317,95,455553499,772600,,16095913
LUNA,FERXXOCALIPSIS,Feid,12/1/2023,178,112.6,606124553,40628,139802900,86,166363445,1019744,14519,5128004,29601244,476273095,80,51631,31,1550124,1179,,1704574
I Like You (A Happier Song) (with Doja Cat),Twelve Carat Toothache,Post Malone,6/3/2022,179,112.5,827950825,118965,64661540,73,299001099,2751490,172228,118133115,1359837461,3624466116,83,761996,70,150508004,31988,6459716,3384275
Bones,Bones,Imagine Dragons,3/11/2022,180,112,1227475431,180053,70861210,78,584854654,6691488,341199,191133207,2255843288,3064084870,94,305868,67,124506820,66190,,7031981
Segï¿½ï¿½n Qu,Segï¿½ï¿½n Qu,Maluma,8/17/2023,182,111.8,571366508,32236,42828677,79,475200526,1369288,,,,1602673476,50,38691,29,35912217,8715,46646,1703294
Selfish,Selfish,Justin Timberlake,1/25/2024,181,111.8,92932220,8847,31258778,,42581931,513055,,,,1607922581,73,232736,43,28794637,6080,64503,1440935
golden hour,golden hour,JVKE,7/15/2022,183,111.4,1126986320,200887,45885823,73,293553015,5388022,461623,313934124,2305840359,2451087344,77,148360,35,32611885,64225,14112455,3897680
Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,3/27/2020,184,111.3,2074721986,255296,109442317,77,1665434424,15432964,858364,324510578,2649555956,4124133645,388,476547,46,188728577,98317,,7948325
Get It Sexyy,Get It Sexyy,Sexyy Red,3/15/2024,185,111.1,89362910,7377,70714216,84,37676729,525264,361700,71058620,476545000,126493852,52,52534,58,10234988,14251,2263132,514293
"This Wish - From ""Wish""This Wish (From ""Wish"")",Ariana DeBose,10/18/2023,186,110.9,26674909,2673,8562091,19,7863539,84565,4304279,50776319,709276580,300010,36,214,20,1639744,2942,,87704
IDGAF (feat. Yeat),For All The Dogs,Drake,10/6/2023,187,110.8,406875019,85930,45178662,,39850191,427973,1225,2163852,22689637,11148894,29,4395,29,1498994,6021,16555878,964984
Ojitos Lindos,Un Verano Sin Ti,Bad Bunny,5/6/2022,188,110.7,1421763497,152592,62313059,78,945857087,5587691,179400,14518451,225142753,171156518,91,72953,49,57148186,17651,,3087489
Life Is Good (feat. Drake),Life Is Good (feat. Drake),Future,1/10/2020,189,110.2,1237874594,276882,51153940,67,2430804498,12334565,584648,77631196,964755757,430690809,187,7602,32,222732085,88462,,5329382
Escapism.,Escapism. / The Thrill Is Gone.,RAYE,10/12/2022,190,110.1,804925777,128247,62532855,75,175393116,1729347,935169,362063344,3209982240,841611064,138,400246,66,21279325,11614,9065143,6548714
Stargazing,Stargazing,Myles Smith,5/10/2024,191,109.8,106599323,9406,164949597,87,10331471,167936,,279000,4700000,38232470,120,11172,109,3667355,548,990796,
Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",Drake,6/17/2022,192,109.7,971473231,239671,77479207,78,198796965,2003253,803500,85725313,926300276,327806846,110,1041,57,50899547,48037,24117364,3142892
What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,193,109.5,1125681368,251023,32574699,72,306628096,3322075,5487112,345484397,2775640343,258709304,119,372838,22,224742683,79225,70901053,3908069
Memories,Memories,Maroon 5,9/20/2019,194,109.3,2011072164,222804,49920599,77,1290292327,11720744,2377898,155233360,1458416059,2403585054,268,765565,50,403824864,253642,,14241952
Classy 101,Classy 101,Feid,3/31/2023,195,109.1,872148396,90726,70485920,78,477047694,1887642,459540,102272836,1113541743,1850185458,94,46835,55,11049774,3399,,1625704
Whatever,Whatever,Kygo,1/19/2024,196,109,222354971,17551,159961203,83,45439562,522558,,,,1880782257,111,191358,109,10225886,568,,1421900
Whatever She Wants,Whatever She Wants,Bryson Tiller,2/13/2024,197,108.4,207093873,23181,114051028,87,19787472,254004,67400,22398663,298300000,320540886,61,5477,65,6895257,6101,13917600,
Vois sur ton chemin - Techno Mix,Vois sur ton chemin (Techno Mix),BENNETT,8/4/2023,198,107.8,361517395,119783,95312340,80,37192341,491577,13334,1804060,35999853,3117914,56,56118,23,,,5166756,4372188
"yes, and?yes, and?",Ariana Grande,1/12/2024,199,107.5,416813996,22468,101875097,,115105080,2893111,77900,5912130,10072539,2382932899,106,79382,92,3441709,3255,1419525,1028262
Without Me,Without Me,Halsey,10/4/2018,200,107.4,2042792456,198888,69311277,75,2018089906,20528541,3897257,208270183,2216715741,2352917415,180,320792,89,562568504,360183,24711739,14816076
meet the grahams,meet the grahams,Kendrick Lamar,5/3/2024,201,107.3,65520394,8933,15896982,,36834647,1700363,,1542400,7700000,127419599,13,275,22,1062564,2314,1683570,185009
First Person Shooter (feat. J. Cole),For All The Dogs,Drake,10/6/2023,202,107.1,328526298,72252,68612350,,61769035,1228629,859,267545,2571188,1488182707,54,99793,49,28093871,6623,6962286,1198582
Shallow,Shallow,Lady Gaga,9/27/2018,204,106.9,2447973078,221822,90174192,78,2732311956,15274815,52698,11103476,168789459,2310840501,261,228874,95,387105091,651760,1196386,153863
Thunder,Thunder,Imagine Dragons,4/27/2017,203,106.9,2384768901,244951,88329475,79,2707166590,16780231,1839173,79131934,906537912,222980374,225,273249,43,688060560,1104391,,13844050
Rush,Rush,Ayra Starr,9/16/2022,205,106.4,371886608,98009,19411516,67,361174452,1904397,3035139,98505939,1454848289,269311214,162,85871,67,10681624,3972,9245741,8870769
abcdefu,abcdefu,GAYLE,8/13/2021,206,106.2,1128273165,193857,61311826,70,499895662,6801671,2167302,1127247971,12414681151,3366280433,209,470778,45,154675499,105068,,7565502
Buga,Buga,Kizz Daniel,5/3/2022,208,105.8,86516910,30835,3440925,57,266679537,1536035,10289181,119876546,1872751535,29657775,51,13698,19,7380862,2596,,3876226
Bad Habit,Bad Habit,Steve Lacy,6/29/2022,207,105.8,1087938471,220515,63054597,73,147472695,2050299,902163,360938850,2783442788,2111662944,132,2962,58,13639179,45788,26683563,4118983
MONEY,LALISA,LISA,9/10/2021,210,105.5,1189335848,103236,33637835,73,1323718887,20328622,3707867,1292738947,12516703531,1203702704,54,29685,25,4765438,18921,,3720737
Columbia,Columbia,Quevedo,7/7/2023,209,105.5,721002940,84161,56226278,79,266411536,1343262,372100,71411756,752868970,535715103,47,51158,64,260176,1269,120842,1148958
LADY GAGA,LADY GAGA,Peso Pluma,6/22/2023,212,105.2,684204777,48370,25130304,78,362779953,1617493,777100,112400175,1207597707,297822969,51,4811,32,21933646,13520,5928532,1567605
Woman,Planet Her,Doja Cat,6/25/2021,211,105.2,1606950381,217443,95985096,78,641326002,7454749,2148350,795146493,5944657895,3148985028,217,414829,42,64368314,44396,,5907933
CUFF IT,RENAISSANCE,Beyoncï¿,7/29/2022,213,104.9,795960535,100204,68659216,73,176996169,1606296,2762888,945005125,11215597325,251341543,182,481547,142,41249326,32516,,3861203
KING KONG,KING KONG,TREASURE,5/28/2024,214,104.5,8078265,207,12311489,68,44927750,931230,,,,,10,70,25,6554,4,,12404
How You Like That,How You Like That,BLACKPINK,6/25/2020,215,104.5,1033109188,82170,21177170,68,1584676582,29210301,10007464,628046798,7988463856,328047537,96,36043,46,8108765,42199,,3461123
Milf Song,Milf Song,The Puddleducks,8/19/2022,216,104.5,1165982,1176,23110,28,1704936540,3631067,1865,1476436,7758599,1318392,,1,,,,,1261
Nasty,Nasty,Tinashe,4/12/2024,217,104.4,31612906,3887,106475497,76,6277949,171470,535464,171691158,1051026401,480,38,1638,69,154795,1095,3832811,336779
Superhero (Heroes & Villains),HEROES & VILLAINS,Metro Boomin,12/2/2022,218,104.4,706356280,166277,62975073,77,172653099,1750863,32432,14181961,108461504,205280243,56,72856,41,27896080,16722,22121803,2363066
Panda,Panda,Desiigner,2/26/2016,219,104.2,1181348550,170002,34000497,62,2277330940,22334292,3823774,33020704,283835852,190757316,245,22143,14,375337428,1442436,212661473,10372624
Push Ups,Push Ups,Drake,4/19/2024,220,103.9,107762230,14601,74447627,,14792036,301396,,,,26026257,42,157,54,5661793,2749,3092295,432776
Tattoo,Tattoo,Loreen,2/25/2023,221,103.9,518846340,83033,48268736,77,348331280,3205077,236349,68936229,718955243,800667085,113,216701,54,334813,3599,,7777679
Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,4/9/2021,222,103.4,1823871908,262313,116916147,76,307855103,2540592,2074944,1053759171,8035914098,2053577,470,551084,98,100039259,54999,,9556378
What It Is (Block Boy) (with Kodak Black),What It Is (Versions),Doechii,3/17/2023,223,103.3,102772879,29487,4775168,61,65934972,760669,3308739,92626234,847338969,2863864,29,364224,32,16502733,8732,,4072292
Gata Only,Gata Only - Single,FloyyMenor,12/21/2023,224,103.1,4674619,1841,61398,,108313521,990782,2200000,35324159,391444977,1286981,,1,,,,,
Illusion,Illusion,Dua Lipa,4/11/2024,225,103.1,108501771,7430,117576704,12,3947610,60459,3584,4057,38200,165475383,113,90842,75,5866019,522,,437667
drivers license,drivers license,Olivia Rodrigo,1/8/2021,226,102.9,2184754018,250778,70173770,79,984811734,18682671,1365848,617386471,3781894216,642666612,347,4173,72,77733001,230402,,11006064
Used To Be Young,Endless Summer Vacation,Miley Cyrus,8/18/2023,227,102.4,205468104,30639,39407660,69,61624959,1364492,67350,33519594,503074793,1819751244,97,419595,62,55443800,10442,111534,1999859
Cupid - Twin Ver.,The Beginning: Cupid - Single,FIFTY FIFTY,2/24/2023,229,102.3,861388470,103040,37365896,48,15219067,176594,2107181,407118298,4388576830,,110,152024,77,21156145,21450,,5114752
How Sweet,How Sweet,NewJeans,5/24/2024,228,102.3,33595707,1940,36883184,79,40327759,965652,,,,164750613,58,734,62,63815,100,114956,44878
Players,Players,Coi Leray,11/30/2022,230,101.8,465588517,91658,60607887,67,109781672,1706148,1456347,477814190,4784803362,383354491,110,453212,63,37137946,16871,,5620077
rockstar (feat. 21 Savage),rockstar,Post Malone,9/15/2017,231,101.8,2960046642,352745,82442565,77,2391850868,23334015,196242,40652322,456931528,370252952,235,149051,47,608645169,632152,,19166675
Lil Somethin Somethin,Lil Somethin Somethin,Vayah,3/11/2023,232,101.5,11648,6,2392,,1175875850,1505556,,,,1318392,,26,,,,,16
Con Calma,Con Calma,Daddy Yankee,1/24/2019,236,101.4,1353028938,160122,52701166,73,3207187334,16913257,1190870,26028684,319615777,709817334,184,93382,46,136354917,69412,,13340067
Here With Me,Here With Me,d4vd,7/20/2022,234,101.4,1042311849,154178,58833842,80,256736243,2649848,2321933,467461517,3656967030,313752369,79,18211,41,4556490,10111,15609794,3315939
Favorite Song,Favorite Song,Toosii,2/17/2023,235,101.4,186579651,45668,6252506,62,231699320,1670867,249537,11127302,117325107,533205544,43,200850,9,111316408,71027,25797478,2561322
Si No Quieres No,Si No Quieres No - Single,Luis R Conriquez,3/9/2024,233,101.4,158131138,5423,71590238,85,135893150,889014,142300,14500,147200,134369232,34,8,15,5439215,3601,,833928
Mele Kalikimaka,"Essential Classics, Vol. 166: Bing Crosby",Bing Crosby,6/5/2024,237,101.3,186123398,52,50069,,,,,,,,,,,,,,
MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,3/26/2021,238,100.8,1902241314,316054,50751390,70,274582854,3603644,2297386,864049980,7655286423,3417613,310,262285,80,72087250,72155,,10553717
Voz Emplumada del Monte,Voz Emplumada - EP,Biomigrant,3/3/2023,239,100.3,42761,80,1636,16,1138846819,2113492,,,,,,5,,,,,449
Is It Over Now? (Taylor's Version) (From The Vault),1989 (Taylor's Version),Taylor Swift,10/26/2023,240,100.2,406821432,20404,26073555,,23505530,266969,80218,12641848,113073762,1569274837,38,337262,38,18715607,6762,,1551811
Si No Estï¿½,Si No Estï¿½ï¿½s - Si,iï¿½ï¿½igo quin,9/22/2022,241,100.1,665716137,97057,33252792,80,358206246,2896698,2900087,216927444,2653383273,862779648,33,77764,60,202795,1067,1432443,5502998
Glimpse of Us,Glimpse of Us,Joji,6/10/2022,242,99.8,1262308912,234936,83890841,74,66246839,2067331,865354,1031153514,8988453878,4898615770,97,116337,45,9562991,17436,12895440,4350230
Watermelon Sugar,Watermelon Sugar,Harry Styles,11/17/2019,243,99.7,2708151499,298135,159003869,82,872052223,11269126,1375118,301076974,2738127473,2170262684,554,647363,101,133633509,253839,,9612968
Corazï¿½ï¿½n de Pi,Corazï¿½ï¿½n de Piedra - Si,Xavi,3/23/2024,244,98.8,172164034,5517,48983734,82,117450205,1103003,,,,135952492,11,1879,16,9152713,1759,1136588,418366
Praise Jah In The Moonlight,Praise Jah In the Moonlight - Single,YG Marley,12/27/2023,245,98.5,298853393,50137,43508958,70,112961806,2336117,,64504808,928812348,366430788,63,4,43,2135934,8861,,
WHERE SHE GOES,WHERE SHE GOES,Bad Bunny,5/18/2023,246,98.4,717849037,98440,37797217,72,217687654,1929598,308670,85402638,808518802,47337825,126,57673,41,,,4037512,2076698
Yandel 150,Yandel 150,Yandel,12/20/2022,247,98.1,837576264,102545,38825844,70,472335529,1511715,632917,43022167,631781362,443395467,60,65694,63,26717443,8054,,2660197
THATS WHAT I WANT,MONTERO,Lil Nas X,9/17/2021,248,98,1062095453,165197,75503476,72,194928107,3281325,1174669,331324816,3501946982,3618055498,156,830038,46,54997089,27977,12581843,5957065
Todo De Ti,Todo De Ti,Rauw Alejandro,5/20/2021,249,98,1339352060,188874,76063128,75,873449363,6108611,3247015,488004183,4445597088,1866730745,208,102968,79,58740730,23062,,5640680
Chemical,Chemical,Post Malone,4/14/2023,250,97.6,503574147,79679,43648353,75,90349145,902237,20078,8878995,134469226,476594485,94,369794,45,41533233,7841,3201843,2334089
See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),Wiz Khalifa,1/1/2015,251,97.6,1891920348,159571,73641738,78,6335989683,43663933,2196129,424216963,3455170110,602157439,137,,6,,,,22021769
